0.497587455,170,24,22,0,7.4,0.8,1.9,0.405,0.2,0.5,1.5,0.375,0.4,0.9,0.4,1.3,1.6,0.2,0,0.6,0.5,1,2.2,786,123
0.290711701,58,32,65,0,13.8,1.9,4.6,0.403,0.7,2,2.6,0.424,0.5,0.6,0.3,0.8,1.1,1.9,0.4,0.1,1,1.4,5,2474,64
0.241254524,157,21,80,72,28.7,4.9,10.8,0.454,1,3.3,7.5,0.528,2,2.7,1.5,3.6,5.1,1.9,0.8,0.5,1.1,2.2,12.7,22774,29
0.455367913,352,25,18,0,7.5,1.3,3,0.426,0.2,0.8,2.2,0.513,0.8,1.1,0.5,1.3,1.8,0.4,0.4,0.4,0.4,1.8,3.5,861,120
0.25814234,10,26,61,25,29.1,3,7.6,0.393,1.1,3.5,4.2,0.445,1.6,2.2,1.3,6.1,7.4,1.6,1,0.7,1.5,1.7,8.7,4971,69
0.075392039,203,30,68,68,32.3,5.6,11.8,0.473,1.3,3.6,8.2,0.524,1.6,2,1.4,5.4,6.8,5,0.8,1.3,1.7,2,14,12219,14
0.361881785,221,32,66,1,14.1,3.6,7.1,0.499,0,0,7.1,0.5,1,1.3,1.1,3.1,4.2,0.9,0.3,0.2,0.5,1.9,8.1,2936,84
0.358866104,12,34,30,0,10.3,1,2.7,0.375,0.5,1.5,1.2,0.444,0.4,0.5,0.1,0.7,0.8,0.4,0.1,0,0.2,1.2,2.9,3096,88
0.515681544,464,24,47,0,15.1,2.9,5.7,0.517,0,0,5.7,0.519,1.5,2.4,2,4.2,6.2,0.5,0.6,0.7,0.8,2.7,7.4,607,127
0.319662244,65,25,42,0,15.5,2.4,5.9,0.399,0.6,1.8,4.1,0.43,1.4,1.9,0.4,2.5,2.9,0.7,0.4,0.1,0.8,1.2,6.7,1981,72
0.165862485,1,23,68,6,15.5,2,5,0.393,1.4,3.6,1.4,0.426,0.6,0.7,0.3,1,1.3,0.6,0.5,0.1,0.5,1.7,6,16299,34
0.422195416,260,23,77,34,20.3,3,6,0.497,0,0.2,5.9,0.503,1.9,2.7,2,4.6,6.6,0.6,0.5,1.3,1.3,3.1,8,1297,109
0.373944511,5,28,39,15,15,2.3,4.6,0.5,0,0.1,4.5,0.511,0.7,1,1.2,3.4,4.5,0.3,0.5,0.6,0.8,2,5.3,3884,80
0.298552473,92,24,79,7,28.5,3.8,8.2,0.468,1.7,3.8,4.4,0.49,1.3,1.6,0.2,2.6,2.9,1.2,0.7,0.3,0.8,2.2,10.7,246,65
0.512665862,149,29,13,0,6.8,0.2,1.1,0.214,0,0.2,0.8,0.273,0.4,0.7,0.3,0.8,1.2,0.5,0.4,0.1,0.3,1.1,0.8,614,126
0.271411339,226,29,80,77,20.1,2.7,4.6,0.576,0.3,0.8,3.8,0.612,0.8,1.3,1.5,3.1,4.6,1.8,0.6,0.8,1,2.6,6.5,7916,54
0.25331725,443,34,14,1,6.6,0.4,1,0.357,0,0,1,0.357,0.6,0.8,0.9,1.1,1.9,0.7,0.2,0.2,0.6,1.1,1.3,1724,40
0.071170084,115,23,81,81,29.7,6,11.2,0.53,0,0.1,11.2,0.532,1.7,4.4,4.3,9.5,13.8,1.1,1.5,1.1,1.9,2.9,13.6,100797,15
0.069360676,211,33,76,0,26.3,2.9,5.5,0.528,0.8,2.3,3.1,0.651,0.9,1.3,0.7,3.3,4,3.4,1,0.5,0.8,1.3,7.6,290271,9
0.176115802,377,25,79,79,30.1,2.7,5.9,0.464,0.6,2.3,3.5,0.609,0.6,1.4,1.2,3.9,5.1,1,1.2,1,0.6,2.6,6.6,17977,38
0.209891435,51,32,27,21,21.6,1.4,3,0.469,0,0,3,0.475,0.1,0.4,2.1,6,8.1,1.8,0.5,0.9,1.6,3.2,2.9,114,49
