0.497587455,170,37,61,82,31.1,10,22.6,0.595,4.9,12.7,17.7,0.625,9.3,10.1,5,9.8,14.4,11,2.4,2.1,5.2,3,33.9,4620026,123
0.290711701,58,29,18,82,24.7,8.9,19.9,0.597,4.4,11.2,16.6,0.576,9.2,10.4,5.1,10.3,14.9,9.3,2,2.6,4.7,2.6,31.1,4618338,64
0.241254524,157,40,3,10,9.8,5.9,13.7,0.546,4.1,9.9,11.7,0.472,7.7,8.3,3.9,7.5,10.9,9.3,1.6,2.2,4.6,1.8,23.4,4598038,29
0.455367913,352,36,65,82,31,9.5,21.5,0.574,4.9,12.4,17,0.487,8.9,9.9,4.9,9.8,14.2,10.8,2,2.3,5.3,2.2,32.6,4619951,120
0.25814234,10,35,22,57,9.4,7.8,16.9,0.607,4,9.7,15,0.555,8.1,8.8,4.1,5,8.6,9.6,1.4,2,4.2,2.3,27.4,4615841,69
0.075392039,203,31,15,14,6.2,5.2,12.7,0.527,3.8,9.6,11,0.476,8.1,9,4,5.7,9.2,6.2,1.6,1.4,4,2,22.1,4608593,14
0.361881785,221,29,17,81,24.4,7.2,17.4,0.501,5.1,13.2,12.1,0.5,8.7,9.7,4.3,8,11.8,10.3,2.1,2.5,5.2,2.1,28,4617876,84
0.358866104,12,27,53,82,28.2,9.8,21.8,0.625,4.6,11.7,18,0.556,9.3,10.5,5.3,10.4,15.2,10.8,2.3,2.7,5.5,2.8,33.2,4617716,88
0.515681544,464,37,36,82,23.4,7.9,18.8,0.483,5.1,13.2,13.5,0.481,8.2,8.6,3.4,6.9,9.8,10.7,1.8,2,4.9,1.3,28.7,4620205,127
0.319662244,65,36,41,82,23,8.4,18.6,0.601,4.5,11.4,15.1,0.57,8.3,9.1,5,8.6,13.1,10.5,2,2.6,4.9,2.8,29.4,4618831,72
0.165862485,1,38,15,76,23,8.8,19.5,0.607,3.7,9.6,17.8,0.574,9.1,10.3,5.1,10.1,14.7,10.6,1.9,2.6,5.2,2.3,30.1,4604513,34
0.422195416,260,38,6,48,18.2,7.8,18.5,0.503,5.1,13,13.3,0.497,7.8,8.3,3.4,6.5,9.4,10.6,1.9,1.4,4.4,0.9,28.1,4619515,109
0.373944511,5,33,44,67,23.5,8.5,19.9,0.5,5.1,13.1,14.7,0.489,9,10,4.2,7.7,11.5,10.9,1.9,2.1,4.9,2,30.8,4616928,80
0.298552473,92,37,4,75,10,7,16.3,0.532,3.4,9.4,14.8,0.51,8.4,9.4,5.2,8.5,13.1,10,1.7,2.4,4.9,1.8,25.4,4620566,65
0.512665862,149,32,70,82,31.7,10.6,23.4,0.786,5.1,13,18.4,0.727,9.3,10.3,5.1,10.3,14.8,10.7,2,2.6,5.4,2.9,35.3,4620198,126
0.271411339,226,32,3,5,18.4,8.1,19.9,0.424,4.8,12.4,15.4,0.388,8.9,9.7,3.9,8,11.4,9.4,1.8,1.9,4.7,1.4,29.6,4612896,54
0.25331725,443,27,69,81,31.9,10.4,23.5,0.643,5.1,13.2,18.2,0.643,9.1,10.2,4.5,10,14.1,10.5,2.2,2.5,5.1,2.9,34.8,4619088,40
0.071170084,115,38,2,1,8.8,4.8,13.3,0.47,5.1,13.1,8,0.468,8,6.6,1.1,1.6,2.2,10.1,0.9,1.6,3.8,1.1,22.5,4520015,15
0.069360676,211,28,7,82,12.2,7.9,19,0.472,4.3,10.9,16.1,0.349,8.8,9.7,4.7,7.8,12,7.8,1.4,2.2,4.9,2.7,28.5,4330541,9
0.176115802,377,36,4,3,8.4,8.1,18.6,0.536,4.5,10.9,15.7,0.391,9.1,9.6,4.2,7.2,10.9,10.2,1.2,1.7,5.1,1.4,29.5,4602835,38
0.209891435,51,29,56,61,16.9,9.4,21.5,0.531,5.1,13.2,16.2,0.525,9.6,10.6,3.3,5.1,7.9,9.4,1.9,1.8,4.1,0.8,33.2,4620698,49
0.355850422,182,39,11,64,18,9.2,19.5,0.675,4.5,11,16.4,0.637,7.6,8.3,5.1,9.5,14.1,8.4,1.7,2.4,4.5,1.3,30.2,4619640,84
0.536791315,327,34,45,82,29.5,9.7,21.6,0.613,5,12.5,17,0.548,9.5,10.6,5,9.9,14.4,10.9,2,2.5,5.3,2.6,33.5,4620283,127
0.113389626,462,40,1,0,1.3,2.2,5.4,0.548,3.8,9.7,3.6,0.527,4.7,4.4,4.2,8.3,12,8.9,1.4,2.3,3.4,1.8,12.5,4485330,19
0.021109771,100,38,8,7,2.4,0.5,4.2,0.495,4.6,11.4,0.6,0.476,2.8,2.4,3.1,1.6,4.2,9.1,1.1,0.5,3.3,1.8,8.1,3646010,4
0.226176116,312,30,34,75,23.9,8.8,19.4,0.611,4.3,10.5,16.8,0.521,9,10.2,5.2,10.7,15.4,10.7,1.9,2.7,5.6,3.1,30.6,4613357,41
0.479493366,431,30,18,73,15.8,8.4,19.1,0.558,3.7,9.7,17.3,0.463,8.8,9.7,4.6,8.2,12.4,10,1.9,2.4,4.8,2.3,29,4619729,115
0.542822678,341,32,75,82,35,10.5,24,0.5,5.1,13.2,18.7,0.5,9.7,11,5.1,10.6,15.2,10.9,2.4,2.6,5.4,3.6,35.6,4620596,129
0.325693607,34,31,8,80,23,8.9,20.8,0.487,5.1,13.2,15.5,0.487,8.6,9.7,3.9,8.1,11.6,10.8,2.2,2.2,5,1.8,31.2,4617844,82
0.262364294,4,30,22,37,12.6,7.8,17.6,0.56,4.1,10.7,14.8,0.543,8.3,9.5,5.3,9.2,14,9.9,2.1,2.6,5,2.3,27.7,4616399,53
0.220144753,376,37,9,53,10.7,6.4,14.6,0.558,3.6,9.2,13.4,0.509,7.9,8.4,5.1,9.2,13.8,8.4,1.8,2.6,4.1,1.5,24.1,4610767,39
0.060313631,55,35,28,27,5.1,4.3,10.4,0.537,3.1,8.2,10.1,0.496,8.5,9.3,4.2,6.2,9.9,9,1.2,2.5,4.1,1.4,19.8,4523371,10
0.319662244,295,38,22,56,19.2,7.8,17.6,0.57,4,10.4,15.1,0.538,8.6,9.5,5.1,9.3,13.9,10.4,1.9,2.6,4.7,2.2,28,4619690,85
0.344993969,437,27,44,82,24.1,8.4,19.4,0.533,4.8,12.4,15,0.509,8.9,10.1,5.2,9.8,14.5,7.8,2.1,2.7,4.8,3.3,30.3,4619937,82
0.226176116,46,37,2,55,16.4,8.6,20.3,0.472,5.1,13.2,15,0.472,8.2,8.1,3.5,6,9,10.3,2.1,1.6,4.5,1.5,30.1,4613008,55
0.072376357,168,34,22,21,4.5,2.9,8.6,0.507,4.5,11.3,5.1,0.486,4.5,4.1,3.6,4.8,7.9,6.3,1.5,2.3,3.4,1.4,14.5,4325651,9
0.183956574,282,33,48,82,30.1,8.7,20.7,0.455,5.1,13.2,15.4,0.455,8.4,9.3,4.1,8.7,12.3,10.9,2.2,2.4,5.4,3.3,30.6,4609261,41
0.313630881,60,29,58,82,33.6,9.9,22.1,0.617,4.5,11.8,18.2,0.64,9.6,10.9,5.4,10.9,15.8,10.6,2.4,2.7,5.5,3.8,33.6,4620606,70
0.434258142,362,40,19,69,22.9,7.9,18.6,0.512,4.6,11.7,14.8,0.459,9.1,10.1,4.2,7.6,11.4,10.7,2.1,2.5,5.1,2.5,29.3,4618685,93
0.143546441,50,34,2,28,12.8,6.2,14.1,0.555,3.3,8.4,13.6,0.488,7,8,4.9,8.1,12.6,9.8,2,2.6,4.1,2.2,22.4,4611055,34
0.298552473,110,27,10,49,20.9,8.8,20,0.554,4.8,12.1,15.8,0.488,9.3,10.5,4.8,9.6,13.8,8.9,2.2,2.6,4.5,2.9,31.5,4615687,68
0.066344994,36,38,6,5,3.6,2.5,7.3,0.518,2.2,6,9.2,0.462,6,6.6,4.7,8.7,12.9,7.7,1.3,2.4,3.7,1.8,13,4572569,14
0.518697226,476,32,55,77,22.5,7.8,19.7,0.385,5.1,13.2,14.4,0.381,8.9,9.7,4.3,9.4,13.2,10.7,2,2,5.3,2.5,29.3,4620219,128
0.334740651,31,30,31,82,27.4,8.7,20.9,0.425,5.1,13.1,15.7,0.421,8.2,9.3,4.6,9.4,13.5,10.8,2.1,2.5,5.1,3.1,30.5,4617637,86
