0,0.181126821,0.803502778,0.231282224,0.831427763,0.299211033,0.293114291
0,0.160381289,0.810624426,0.231386069,0.850964882,0.305220448,0.304257254
0,0.171701162,0.804520627,0.239379388,0.853239326,0.303489994,0.298164261
0,0.139873705,0.8168828,0.218515219,0.8735227,0.284417229,0.329637564
0,0.171376088,0.787640387,0.240690333,0.838546654,0.318679786,0.332766881
0,0.180074691,0.830506284,0.254153704,0.848481737,0.30409478,0.330370642
0,0.158944319,0.810485314,0.230659414,0.848930706,0.305800691,0.307701344
0,0.149193855,0.820405661,0.238442534,0.857965514,0.311084327,0.30153691
0,0.161358408,0.811602591,0.227890358,0.854294988,0.302932239,0.303764323
0,0.146990357,0.846291034,0.23210323,0.844224026,0.298826204,0.319996988
0,0.161302831,0.808654084,0.242788468,0.841914986,0.310660725,0.30938368
0,0.14362478,0.815475811,0.230526457,0.865643236,0.303552064,0.305331303
0,0.171449389,0.803381682,0.223479471,0.853655983,0.321515802,0.315378453
0,0.171462966,0.798939642,0.224958327,0.835028719,0.31147343,0.290484217
0,0.152704397,0.817099793,0.231718571,0.857502035,0.30550672,0.31073517
0,0.162683857,0.811911818,0.237579183,0.860070436,0.303942528,0.310976856
0,0.149925807,0.819549515,0.22088324,0.846254188,0.315932774,0.307238002
0,0.160453504,0.815554043,0.239872843,0.840638567,0.315127685,0.307325994
0,0.147334605,0.820249781,0.235102276,0.857411064,0.292891306,0.30301144
0,0.155658715,0.809296072,0.234059794,0.852124068,0.308081708,0.305417633
0,0.154664335,0.799726425,0.23259268,0.852963222,0.307697445,0.315178249
0,0.130748929,0.824986077,0.211917104,0.85359665,0.312291802,0.294590103
0,0.162350403,0.828113869,0.215134061,0.869357718,0.334018643,0.320294295
0,0.171018066,0.798384866,0.215763386,0.842535144,0.32062498,0.325935905
0,0.151019356,0.800483679,0.240867722,0.849422959,0.322182489,0.319542971
0,0.141620892,0.79657448,0.247844032,0.854975232,0.288868132,0.316873925
0,0.158255097,0.818809633,0.242588159,0.865944913,0.29478385,0.322871405
0,0.158736631,0.797119969,0.229793947,0.829011255,0.330771247,0.279557502
0,0.160094892,0.81761086,0.227946485,0.848343297,0.314371519,0.311707107
0,0.169916963,0.815518125,0.209549516,0.821358884,0.297477473,0.322575
0,0.162224675,0.821814541,0.267212863,0.838192254,0.322800879,0.299137736
0,0.155861125,0.837380222,0.229472413,0.849689082,0.289883716,0.317654501
0,0.152297548,0.821655209,0.242855049,0.839131055,0.30901813,0.295723258
0,0.161225793,0.807252212,0.238124751,0.861094738,0.297319188,0.299308157
0,0.150585461,0.818991888,0.240812881,0.843944622,0.290308031,0.294961347
0,0.163455397,0.81815017,0.229517661,0.853077618,0.306785632,0.3019892
0,0.16836182,0.814494649,0.221149238,0.853716258,0.314474164,0.3212389
0,0.151647108,0.817325075,0.228039527,0.848777562,0.301642435,0.304737118
0,0.171848832,0.807510786,0.21595264,0.833182327,0.288638654,0.311523887
0,0.155650546,0.803380074,0.237155688,0.844444944,0.3166003,0.317352327
0,0.148305125,0.812667461,0.235831286,0.860798732,0.311116925,0.301650861
0,0.156281776,0.811697986,0.240741917,0.850366859,0.322020018,0.29165637
0,0.154666462,0.817697661,0.238665744,0.85830797,0.300749833,0.307213829
0,0.154460797,0.799299136,0.225215366,0.849265993,0.318139131,0.308414782
