1.000000000000000000e+00,1.723768988208597697e-01,9.374178587063726198e-01,3.557232963455805308e-01
1.000000000000000000e+00,1.749946638161756496e-01,9.373377473327560994e-01,3.522949852783216484e-01
1.000000000000000000e+00,1.785281504915939566e-01,9.385626819072727667e-01,3.601733370619044639e-01
1.000000000000000000e+00,1.700980275803047614e-01,9.361781150245623850e-01,3.645495437496822366e-01
1.000000000000000000e+00,8.759257844614031230e-01,3.936940433039540221e-01,5.532685105512245016e-01
1.000000000000000000e+00,8.249541349546555269e-01,4.237379649293885886e-01,5.151252969092018352e-01
1.000000000000000000e+00,8.161873670893522448e-01,4.633746269154673803e-01,5.119020247127599177e-01
1.000000000000000000e+00,8.746445590331135556e-01,4.473503742213860157e-01,5.099742295661610081e-01
1.000000000000000000e+00,7.816779226897917487e-01,4.347752463500481057e-01,5.398641907186516598e-01
1.000000000000000000e+00,8.321568915238051201e-01,4.393545737956333075e-01,5.426494258475310639e-01
1.000000000000000000e+00,8.103733768640506430e-01,4.873689148821956918e-01,5.439245189493204791e-01
1.000000000000000000e+00,8.522396873852147170e-01,4.102334263764052524e-01,4.992903399846224666e-01
1.000000000000000000e+00,8.736781033776968020e-01,4.725823750453327921e-01,5.732388856751484685e-01
1.000000000000000000e+00,8.132136216016823127e-01,3.850602126823965965e-01,4.411145539304761054e-01
1.000000000000000000e+00,8.751554076893857115e-01,3.724147418846382451e-01,5.715279966359068098e-01
1.000000000000000000e+00,8.324670727559363437e-01,4.283308290283811548e-01,5.255381878611260493e-01
1.000000000000000000e+00,8.669228779052311484e-01,4.332224162131953493e-01,5.255972337205886413e-01
1.000000000000000000e+00,8.131659237985439104e-01,4.111095217357721432e-01,4.998673592547069333e-01
1.000000000000000000e+00,8.829798336918900370e-01,4.901095610391892343e-01,5.592954711982484062e-01
1.000000000000000000e+00,8.293310551679572429e-01,4.110200259758901575e-01,5.231847604754974457e-01
1.000000000000000000e+00,8.477726113329688840e-01,4.944218911216159973e-01,5.895297829185429661e-01
1.000000000000000000e+00,8.238649605087747796e-01,4.520873454049759710e-01,5.437993487151669969e-01
1.000000000000000000e+00,8.523503022352973968e-01,4.127539213835869081e-01,4.938734152701952373e-01
1.000000000000000000e+00,8.129441115404405505e-01,4.463550262105386301e-01,5.212693749895366269e-01
1.000000000000000000e+00,8.401448916554050683e-01,4.457583118335227690e-01,4.414432789374773680e-01
1.000000000000000000e+00,8.313935747542033905e-01,4.156032007199593759e-01,5.334377804175609583e-01
1.000000000000000000e+00,8.457481665851235286e-01,3.835019222434183916e-01,5.558076994048176678e-01
1.000000000000000000e+00,8.183861138657175793e-01,4.301441450054643290e-01,5.190937119024354729e-01
1.000000000000000000e+00,7.806939234682314099e-01,4.756698009590759058e-01,5.327957586044013150e-01
1.000000000000000000e+00,9.033676304224813602e-01,4.269588520472974436e-01,5.245306844445404293e-01
1.000000000000000000e+00,8.145423591972124067e-01,4.531454221629666046e-01,4.957926316997313676e-01
1.000000000000000000e+00,8.218787248631560516e-01,4.394389214815010991e-01,5.297308440612881197e-01
1.000000000000000000e+00,8.929556889330748648e-01,3.666095619758947266e-01,5.572871787457390758e-01
